ga_fitness,ga_total_roi,ga_execution_time,tabu_fitness,tabu_total_roi,tabu_execution_time,roi_difference,time_difference,winner
0.9286006866768534,0.9286006866768534,0.15900516510009766,,,0.0009980201721191406,0,0,GA
1.85400450154959,2.7624428074948235,1.0493714809417725,1.894823037586808,2.7383628847247907,1.2080307006835938,0.02407992277003279,-0.1586592197418213,GA
1.0559887274854225,1.8727977306470416,2.2505922317504883,1.1493291310259155,1.9284548874758352,2.2272255420684814,-0.055657156828793575,0.023366689682006836,Tabu
1.544624040872268,2.073806661624882,3.9581446647644043,1.554616289074119,2.0871490009959706,3.372497797012329,-0.013342339371088752,0.5856468677520752,Tabu
0.779378977371319,1.1243934414591634,3.3547005653381348,0.8047991505842622,1.2284457831346403,3.2643399238586426,-0.10405234167547683,0.09036064147949219,Tabu
1.0741651807554433,1.0741651807554433,0.18899989128112793,,,0.001009225845336914,0,0,GA
1.570513905965064,2.395489149222097,1.586031436920166,1.593610244999666,2.458065222308257,1.5349173545837402,-0.0625760730861602,0.05111408233642578,Tabu
0.8640713286141669,0.887497059876955,1.1107940673828125,0.8640713286141669,0.887497059876955,0.8963775634765625,0.0,0.21441650390625,Tabu
1.6322350619336343,2.379756427296644,0.8004310131072998,1.7204796720035025,2.4992392842174227,0.7315802574157715,-0.11948285692077887,0.06885075569152832,Tabu
2.5970643352902094,3.2063424933827824,1.310333013534546,2.5976408206401667,3.2099528530502828,1.28017258644104,-0.00361035966750034,0.03016042709350586,Tabu
1.0124820796938365,1.475479898000982,0.7190556526184082,1.0849208897363023,1.5570486574451432,0.6709392070770264,-0.0815687594441612,0.048116445541381836,Tabu
0.4594194570343143,0.2786064257599314,1.9342961311340332,0.4594194570343143,0.2786064257599314,2.09159255027771,0.0,-0.15729641914367676,GA
0.979558655218018,1.5096253780105857,0.4484825134277344,1.2453076110337302,2.0098378606804395,0.40300464630126953,-0.5002124826698537,0.045477867126464844,Tabu
1.1720875369597334,1.6805916018438716,0.21300315856933594,1.257605244770519,1.829327518141003,0.20599865913391113,-0.14873591629713134,0.007004499435424805,Tabu
2.597914438892044,3.2430307249435413,1.038147211074829,2.597914438892044,3.2430307249435413,1.2254867553710938,0.0,-0.18733954429626465,GA
1.2897142058750064,1.3831799737847108,0.39914917945861816,1.306472144042823,1.4039185521687543,0.3640010356903076,-0.02073857838404347,0.03514814376831055,Tabu
2.7454508733612157,2.975821621632596,1.7147717475891113,2.7870121508534327,3.0428250178722305,1.618274450302124,-0.06700339623963458,0.0964972972869873,Tabu
0.917680662098308,1.0764246968993414,0.8591861724853516,1.1141638094536548,2.183676038503998,0.8685441017150879,-1.1072513416046565,-0.009357929229736328,Tabu
1.7036714598069345,2.5226122939575406,1.1486890316009521,1.7036714598069345,2.5226122939575406,1.1283323764801025,0.0,0.02035665512084961,Tabu
1.1189388885711344,1.724667544206944,0.37059569358825684,1.1332399041067795,1.7480422605155495,0.39296627044677734,-0.023374716308605548,-0.022370576858520508,Tabu
1.2291115680317868,1.7262404382463126,0.7923641204833984,1.3158730775666505,1.8265185791150322,0.7164974212646484,-0.10027814086871967,0.07586669921875,Tabu
1.8789351691331344,2.7464826532218316,2.338217258453369,1.886925398191225,2.6658100023676066,2.263617515563965,0.08067265085422504,0.0745997428894043,GA
2.074887770474555,2.074887770474555,0.3749210834503174,,,0.0009999275207519531,0,0,GA
1.5568212906672798,1.8094681533091683,0.4536738395690918,1.5568212906672798,1.8094681533091683,0.3581674098968506,0.0,0.09550642967224121,Tabu
1.3214764323375046,2.087928493881181,0.6415739059448242,1.321476432337505,2.087928493881182,0.6378099918365479,-8.881784197001252e-16,0.003763914108276367,Tabu
0.9255897584099151,0.964732078815142,0.6105515956878662,0.9255897584099151,0.9647320788151417,0.6039648056030273,3.3306690738754696e-16,0.006586790084838867,GA
1.4326913248851145,1.653701124899797,0.14200162887573242,1.4330764510532465,1.6720620813211116,0.11620759963989258,-0.018360956421314523,0.025794029235839844,Tabu
1.4982860972691583,2.36627944130629,1.1420440673828125,1.5829007018517234,2.483757833560381,0.9675953388214111,-0.11747839225409074,0.17444872856140137,Tabu
1.9410358359605882,2.7848051974254533,0.14800214767456055,2.009547902611751,2.8946918051112567,0.1459193229675293,-0.10988660768580338,0.00208282470703125,Tabu
1.9651855129226947,2.378736533106798,0.20668506622314453,2.2005697138991804,2.6195610692908313,0.25272274017333984,-0.24082453618403354,-0.04603767395019531,Tabu
2.1614110303415184,2.86035748047838,1.1601152420043945,1.8601738273738846,2.4553911911548543,1.2455394268035889,0.4049662893235255,-0.08542418479919434,GA
0.5167626462530516,0.7911295693923099,0.28308629989624023,0.7109277518048408,1.0164988405282882,0.26012086868286133,-0.22536927113597827,0.022965431213378906,Tabu
